Priority,AssignedToID,ProjectCode,SubCategory,HoursEstimate,HoursActual
1,24,PC17,Bug,2.0,2.0
1,13,PC2,Enhancement,2.0,3.0
5,65,PC2,Bug,1.0,1.0
3,26,PC2,Bug,0.5,1.0
5,65,PC9,Bug,7.0,5.75
1,13,PC2,Testing,1.5,1.0
2,26,PC2,Bug,2.0,5.0
3,26,PC2,Bug,1.0,1.0
3,26,PC2,Bug,3.0,2.0
2,26,PC2,Bug,1.5,1.25
5,26,PC2,Bug,2.0,1.5
1,13,PC2,Bug,3.5,2.75
1,13,PC2,Support,0.5,0.5
3,42,PC2,Business Specification,7.0,6.0
5,42,PC18,Technical Specification,3.0,2.75
1,13,PC2,Support,1.0,1.0
2,54,PC2,Release,35.0,1.0
3,13,PC2,Support,0.33,0.33
3,42,PC2,Release,1.5,1.5
3,42,PC2,Enhancement,14.0,9.0
4,58,PC9,Bug,2.0,0.5
5,65,PC9,Bug,0.5,0.5
3,42,PC2,Bug,7.0,8.0
2,26,PC2,Bug,7.0,28.5
1,13,PC2,Testing,7.0,7.0
1,26,PC2,Bug,1.0,1.0
1,26,PC2,Bug,7.0,7.0
1,54,PC9,Enhancement,200.0,16.37
5,65,PC2,Bug,10.0,5.5
3,13,PC2,Support,0.33,0.33
3,42,PC2,Enhancement,49.0,69.25
5,65,PC9,Bug,1.5,1.5
5,65,PC2,Bug,1.0,1.5
5,65,PC9,Enhancement,4.0,1.0
5,65,PC9,Bug,3.0,0.5
1,13,PC2,Release,3.5,1.0
5,65,PC9,Enhancement,5.0,1.0
1,26,PC2,Support,3.0,6.0
5,65,PC9,Bug,3.0,6.25
1,13,PC2,Release,7.0,4.5
1,13,PC2,Release,7.0,0.5
1,13,PC2,Release,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,0.5,0.5
1,13,PC2,Release,7.0,4.25
1,13,PC2,Release,7.0,0.5
1,13,PC2,Release,1.0,1.0
5,65,PC9,Enhancement,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,0.5,0.5
1,13,PC2,Bug,1.0,1.0
1,26,PC2,Bug,0.5,0.5
2,24,PC2,Testing,49.0,10.5
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Release,1.0,2.25
5,65,PC18,Release,4.0,4.0
1,13,PC2,Release,7.0,3.25
1,13,PC2,Release,7.0,0.5
1,13,PC2,Release,1.0,0.5
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
5,65,PC9,Bug,0.25,0.25
1,13,PC2,Release,7.0,3.0
1,13,PC2,Release,7.0,0.5
1,13,PC2,Release,1.0,0.75
1,13,PC2,Testing,2.5,2.5
5,65,PC9,Enhancement,2.0,2.0
5,65,PC9,Bug,4.0,3.0
1,65,PC9,Bug,1.0,1.0
1,26,PC2,Support,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Release,7.0,3.0
1,13,PC2,Release,7.0,0.5
1,13,PC2,Release,1.0,0.25
1,13,PC2,Support,0.5,0.5
1,13,PC2,Testing,14.0,12.33
2,42,PC2,Enhancement,14.0,12.75
3,13,PC2,Support,0.33,0.33
5,65,PC9,Bug,0.25,0.25
10,24,PC17,Bug,0.5,0.5
1,13,PC2,Release,7.0,1.75
1,13,PC2,Release,7.0,0.25
1,13,PC2,Release,1.0,0.5
1,13,PC9,Documentation,3.0,5.0
1,24,PC17,Enhancement,2.5,2.5
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,1.0,1.5
3,13,PC2,Support,0.33,0.33
1,24,PC17,Enhancement,7.0,7.0
1,13,PC2,Bug,0.5,0.5
3,26,PC2,Support,0.5,0.5
1,13,PC2,Testing,5.0,4.0
3,26,PC2,Bug,1.0,1.0
1,13,PC2,Bug,0.5,0.5
1,26,PC2,Support,1.0,3.5
1,54,PC2,Bug,7.0,2.0
1,13,PC2,Bug,1.0,0.75
3,13,PC2,Support,0.33,0.33
2,24,PC17,Enhancement,21.0,25.5
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,1.0
3,26,PC2,Bug,1.0,1.0
1,13,PC2,Release,7.0,4.0
1,13,PC2,Release,7.0,0.5
1,13,PC2,Release,1.0,0.75
1,13,PC2,Support,0.5,0.33
1,58,PC9,Bug,1.0,1.0
1,24,PC9,Documentation,3.0,3.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,0.5
1,26,PC2,Bug,0.5,0.5
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Support,0.5,0.5
1,13,PC2,Bug,3.5,0.5
3,13,PC2,Support,0.33,0.33
1,26,PC2,Enhancement,3.0,2.0
1,13,PC2,Support,1.0,0.5
5,26,PC2,Enhancement,0.5,0.5
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,1.0,0.75
1,13,PC2,Bug,1.0,0.5
1,13,PC2,Bug,2.0,4.25
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Bug,1.0,0.5
1,13,PC2,Bug,1.0,2.5
1,13,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,26,PC2,Support,14.0,17.5
3,26,PC16,Bug,4.0,3.5
1,13,PC2,Bug,4.0,5.5
2,24,PC2,Enhancement,14.0,8.75
3,42,PC18,Testing,1.5,1.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,0.33
1,13,PC2,Enhancement,3.5,2.0
2,26,PC2,Support,3.0,3.0
1,13,PC2,Support,0.5,0.5
1,26,PC2,Support,0.5,0.5
1,54,PC9,Bug,3.0,3.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,0.75,0.75
1,13,PC2,Support,0.25,0.25
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Testing,21.0,111.08
5,65,PC9,Enhancement,0.5,0.5
5,65,PC9,Enhancement,0.5,0.5
3,13,PC2,Support,0.33,0.33
1,26,PC2,Bug,2.0,1.0
1,26,PC2,Bug,3.0,1.5
5,65,PC9,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
2,26,PC2,Bug,2.5,2.5
2,26,PC2,Bug,4.0,7.0
1,13,PC2,Support,0.5,0.5
2,13,PC2,Support,1.0,3.0
1,13,PC2,Bug,0.5,0.25
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,0.5,0.5
1,26,PC2,Support,1.0,0.5
1,13,PC2,Enhancement,0.5,0.5
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Support,0.25,0.25
1,13,PC2,Bug,3.5,3.25
5,65,PC9,Enhancement,1.5,1.5
1,13,PC2,Support,0.5,0.5
1,26,PC2,Bug,7.0,7.0
3,13,PC2,Support,0.33,0.33
2,13,PC2,Bug,3.5,7.75
3,13,PC2,Support,0.33,0.33
3,13,PC2,Enhancement,3.0,20.08
1,13,PC2,Support,0.25,0.25
1,13,PC2,Support,0.5,0.5
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,3.5,3.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,1.5
1,13,PC2,Bug,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Support,1.0,1.75
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,0.5,0.25
1,26,PC16,Business Specification,14.0,5.5
5,26,PC2,Bug,0.5,0.5
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,3.0,3.0
4,42,PC9,Enhancement,14.0,3.5
1,13,PC2,Bug,3.5,0.75
5,24,PC2,Training,1.0,1.0
1,13,PC2,Enhancement,5.0,7.25
5,65,PC9,Enhancement,50.0,10.0
5,65,PC18,Business Specification,1.0,1.0
1,26,PC2,Bug,1.0,1.0
2,26,PC2,Technical Specification,1.5,3.0
1,26,PC2,Bug,0.5,0.5
1,13,PC2,Support,1.5,1.25
1,13,PC2,Support,0.25,0.25
2,24,PC2,Business Specification,4.0,3.0
5,65,PC9,Bug,0.5,0.5
1,13,PC2,Support,1.0,1.0
1,26,PC2,Bug,4.0,10.0
2,13,PC2,Bug,3.0,0.5
1,13,PC2,Support,1.0,0.75
5,65,PC9,Bug,0.5,0.5
1,26,PC2,Bug,3.0,2.0
1,13,PC2,Bug,2.0,2.0
1,13,PC2,Support,0.5,0.5
4,42,PC2,Support,35.0,7.0
5,65,PC9,Enhancement,7.0,6.5
5,65,PC9,Enhancement,4.0,5.5
1,13,PC2,Enhancement,3.5,2.0
2,26,PC2,Enhancement,35.0,165.25
5,65,PC9,Bug,6.0,5.5
2,24,PC16,Technical Specification,2.5,2.5
5,65,PC9,Enhancement,7.0,1.5
2,26,PC16,Technical Specification,2.0,2.5
5,65,PC18,Business Specification,0.5,0.5
1,13,PC2,Testing,5.0,3.5
1,26,PC2,Bug,2.0,2.0
3,13,PC9,Bug,0.5,0.5
5,65,PC9,Enhancement,1.0,1.5
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Bug,0.5,0.5
5,65,PC9,Bug,5.0,4.75
4,58,PC2,Bug,1.0,1.75
4,54,PC2,Bug,1.5,1.5
4,54,PC2,Bug,45.0,0.45
5,65,PC9,Bug,2.0,1.0
5,65,PC9,Bug,1.0,3.0
5,65,PC11,Enhancement,8.0,2.5
5,65,PC11,Bug,21.0,0.5
3,42,PC2,Enhancement,2.0,1.5
8,58,PC9,Enhancement,3.0,3.0
1,13,PC2,Bug,10.0,5.25
2,24,PC2,Enhancement,49.0,11.0
5,65,PC11,Enhancement,5.0,4.0
1,58,PC18,Business Specification,1.0,1.0
5,65,PC9,Enhancement,1.0,1.0
3,13,PC2,Support,0.33,0.33
2,24,PC2,Enhancement,1.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,0.5,0.5
1,13,PC2,Enhancement,10.0,0.5
3,42,PC2,Support,7.0,7.0
1,13,PC2,Support,1.0,2.0
1,13,PC2,Support,0.5,0.5
3,13,PC2,Support,0.33,0.33
5,65,PC9,Enhancement,0.75,0.75
1,65,PC11,Enhancement,8.0,12.5
1,13,PC2,Support,0.5,0.33
1,26,PC2,Bug,3.0,1.0
1,13,PC2,Bug,0.5,0.5
2,26,PC2,Bug,1.0,2.0
5,65,PC9,Enhancement,7.0,5.25
1,58,PC9,Enhancement,7.0,7.75
1,26,PC2,Bug,1.0,0.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,0.5,0.5
3,13,PC2,Support,0.33,0.33
3,42,PC2,Support,7.0,7.0
5,65,PC9,Enhancement,2.0,2.0
1,54,PC9,Enhancement,100.0,22.75
1,54,PC9,Enhancement,50.0,10.25
1,58,PC9,Enhancement,7.0,18.85
1,13,PC2,Bug,0.5,0.25
1,13,PC2,Bug,1.0,0.75
1,13,PC2,Bug,1.0,5.25
3,42,PC9,Bug,5.0,5.5
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
1,54,PC9,Enhancement,200.0,28.0
3,42,PC2,Support,7.0,7.25
3,42,PC2,Enhancement,70.0,26.0
1,13,PC2,Support,1.0,1.0
1,13,PC2,Support,0.5,0.5
3,13,PC2,Support,0.33,0.33
3,13,PC2,Support,0.33,0.33
3,42,PC18,Business Specification,1.0,1.0
1,65,PC11,Enhancement,21.0,6.0
5,24,PC18,Technical Specification,14.0,1.0
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,1.0,1.0
3,13,PC2,Support,0.33,0.33
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Bug,3.0,2.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Support,2.5,2.0
3,13,PC2,Support,0.33,0.33
2,24,PC2,Bug,7.0,3.0
4,26,PC2,Bug,1.5,1.0
1,13,PC2,Testing,5.0,4.5
1,26,PC2,Bug,4.0,3.0
1,13,PC2,Support,1.0,1.0
1,26,PC2,Bug,4.0,2.5
4,26,PC2,Enhancement,21.0,5.5
3,26,PC8,Bug,1.5,1.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Testing,3.5,3.25
1,13,PC2,Bug,0.5,0.33
1,13,PC2,Release,1.0,1.0
5,65,PC9,Bug,1.0,1.0
1,24,PC2,Enhancement,3.0,3.0
1,13,PC2,Support,1.0,1.0
1,13,PC2,Testing,3.0,2.0
1,13,PC2,Testing,2.0,1.5
1,13,PC2,Documentation,0.5,0.25
5,65,PC9,Bug,2.0,1.5
5,65,PC9,Bug,2.0,1.5
3,13,PC2,Support,0.33,0.33
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Bug,2.0,2.5
1,13,PC2,Testing,2.0,3.0
1,26,PC8,Bug,7.0,6.5
1,13,PC2,Support,0.25,0.25
4,42,PC2,Support,7.0,7.0
1,13,PC2,Testing,2.0,2.5
1,13,PC2,Testing,2.5,2.5
5,65,PC9,Bug,2.0,1.5
1,13,PC2,Release,0.5,0.5
1,13,PC2,Release,0.25,0.25
1,13,PC2,Support,0.5,0.5
1,13,PC2,Testing,1.0,1.0
1,13,PC2,Support,0.5,0.5
5,65,PC9,Bug,0.5,0.5
5,65,PC9,Enhancement,0.75,0.75
5,65,PC9,Enhancement,2.0,1.0
3,42,PC2,Enhancement,5.0,7.0
1,13,PC9,Bug,2.5,2.5
1,13,PC2,Testing,0.5,0.5
1,13,PC2,Bug,1.0,5.25
5,54,PC9,Enhancement,36.0,2.0
5,65,PC9,Bug,0.5,1.0
3,42,PC2,Release,7.0,6.0
3,42,PC2,Support,7.0,7.0
1,13,PC2,Bug,3.0,1.0
1,13,PC2,Bug,1.0,1.0
1,13,PC2,Support,2.0,2.0
5,65,PC9,Enhancement,14.0,13.25
5,65,PC9,Bug,4.0,2.75
2,24,PC2,Third Party,2.0,2.0
3,42,PC2,Release,14.0,4.0
4,42,PC2,Enhancement,7.0,4.5
1,13,PC2,Support,0.25,0.25
1,13,PC2,Support,1.5,1.5
1,13,PC2,Support,0.5,1.0
1,13,PC2,Support,7.0,5.75
3,42,PC2,Bug,7.0,4.5
4,42,PC2,Support,7.0,7.0
1,13,PC2,Release,3.0,3.0
3,42,PC2,Bug,7.0,4.5
3,42,PC9,Enhancement,14.0,13.5
1,13,PC2,Support,0.75,0.75
3,42,PC2,Support,2.5,3.0
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,1.0,0.75
3,42,PC2,Enhancement,3.5,3.5
1,13,PC2,Support,7.0,11.75
5,65,PC9,Enhancement,10.0,11.25
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,1.0,1.0
3,42,PC2,Enhancement,14.0,10.5
5,65,PC9,Enhancement,8.0,9.0
9,26,PC16,Enhancement,0.5,0.5
3,42,PC2,Support,7.0,7.0
3,42,PC2,Support,2.5,2.5
1,13,PC2,Support,2.0,2.0
1,13,PC2,Support,1.0,1.0
1,13,PC2,Support,1.0,1.5
5,65,PC9,Bug,4.0,2.5
1,13,PC2,Support,1.0,1.0
1,26,PC4,Technical Specification,13.0,13.0
5,65,PC9,Bug,2.0,2.5
1,13,PC2,Support,1.0,1.5
1,42,PC4,Business Specification,0.01,0.01
1,42,PC4,Enhancement,10.0,11.0
1,26,PC4,Enhancement,7.0,4.0
1,26,PC4,Enhancement,35.0,63.0
1,24,PC4,Business Specification,35.0,6.0
1,26,PC4,Enhancement,14.0,4.5
1,13,PC2,Support,1.0,1.0
1,13,PC2,Bug,0.5,0.5
1,13,PC2,Testing,0.25,0.25
1,26,PC4,Enhancement,21.0,41.0
2,26,PC2,Bug,7.0,2.5
6,54,PC9,Testing,200.0,1.5
3,42,PC18,Support,1.0,1.0
5,65,PC9,Enhancement,1.0,1.0
1,13,PC2,Support,1.0,1.5
3,42,PC2,Support,7.0,7.0
3,42,PC2,Support,2.0,2.0
1,13,PC2,Support,0.5,0.5
1,13,PC2,Testing,10.0,11.0
1,54,PC9,Enhancement,14.0,10.48
5,65,PC4,Enhancement,10.0,7.0
3,42,PC4,Enhancement,1.75,1.75
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,2.0,2.5
5,42,PC4,Business Specification,3.5,5.0
4,42,PC4,Support,14.0,7.5
1,13,PC2,Support,1.0,1.0
1,13,PC2,Release,7.0,2.5
1,13,PC2,Release,7.0,0.25
1,13,PC2,Release,1.0,1.0
1,13,PC2,Release,7.0,2.5
1,13,PC2,Release,7.0,0.25
1,13,PC2,Release,1.0,1.0
4,42,PC2,Support,7.0,7.0
1,13,PC2,Support,1.0,1.0
1,13,PC2,Support,1.0,1.0
2,54,PC18,Training,2.0,2.0
1,13,PC2,Release,7.0,4.0
1,13,PC2,Release,7.0,0.25
1,13,PC2,Release,1.0,0.75
3,42,PC4,Release,3.0,3.0
1,13,PC2,Support,0.5,0.25
1,13,PC2,Release,7.0,5.75
1,13,PC2,Release,7.0,0.25
1,13,PC2,Release,1.0,0.25
1,13,PC2,Release,7.0,4.75
1,13,PC2,Release,7.0,0.25
1,13,PC2,Release,1.0,0.75
1,13,PC4,Release,1.0,1.0
1,13,PC2,Support,1.0,0.75
3,42,PC2,Support,7.0,7.0
1,13,PC2,Support,1.0,1.0
2,26,PC4,Technical Specification,1.0,0.5
1,13,PC2,Support,1.0,1.0
1,13,PC2,Support,0.5,2.0
1,13,PC2,Support,2.0,9.75
1,58,PC8,Enhancement,2.0,1.88
1,26,PC18,Business Specification,0.5,0.5
1,13,PC2,Support,0.5,0.5
1,13,PC2,Support,1.0,1.0
1,13,PC2,Bug,2.0,1.5
1,13,PC2,Support,1.0,1.0
1,65,PC4,Enhancement,70.0,8.25
1,13,PC2,Support,1.0,1.0
2,13,PC2,Support,3.0,2.0
1,13,PC2,Support,0.5,0.5
2,13,PC2,Support,4.0,0.25
2,24,PC2,Support,2.0,2.0
1,13,PC2,Support,0.5,0.25
1,13,PC2,Support,1.0,0.75
2,26,PC4,Technical Specification,1.0,1.0
5,65,PC9,Bug,1.0,1.0
3,42,PC4,Release,7.0,7.5
1,58,PC4,Business Specification,1.0,0.75
1,24,PC4,Enhancement,2.5,2.5
1,13,PC4,Release,1.0,1.0
1,13,PC4,Release,10.0,8.5
1,26,PC4,Testing,7.0,4.5
1,13,PC4,Release,2.0,2.0
3,42,PC9,Enhancement,7.0,5.0
3,42,PC4,Testing,7.0,1.25
1,58,PC4,Enhancement,21.0,28.72
3,42,PC4,Enhancement,5.0,6.0
1,26,PC9,Bug,3.0,1.5
1,13,PC2,Release,7.0,4.0
1,13,PC2,Release,7.0,0.25
1,13,PC2,Release,1.0,0.75
1,13,PC4,Release,2.0,2.0
5,65,PC9,Bug,2.0,2.0
5,65,PC9,Bug,2.0,1.0
1,13,PC2,Support,0.75,0.75
1,13,PC2,Bug,7.0,4.0
1,13,PC2,Support,0.5,0.5
3,42,PC4,Bug,1.0,1.25
3,42,PC2,Release,21.0,3.0
1,54,PC9,Enhancement,30.0,26.5
3,42,PC2,Support,7.0,7.0
5,65,PC9,Bug,1.5,1.0
3,42,PC4,Enhancement,14.0,8.5
2,26,PC4,Enhancement,2.0,2.0
1,26,PC4,Business Specification,1.0,0.5
2,26,PC2,Testing,2.0,1.0
1,24,PC2,Bug,3.0,3.0
3,42,PC4,Release,7.0,3.5
5,65,PC9,Bug,2.0,2.0
2,26,PC8,Bug,3.5,2.5
3,42,PC2,Support,7.0,6.25
1,13,PC2,Support,0.5,0.5
2,42,PC4,Release,2.5,2.5
1,13,PC2,Support,0.25,0.25
1,13,PC2,Release,7.0,1.75
1,13,PC2,Release,7.0,0.25
1,13,PC2,Release,1.0,0.5
1,13,PC2,Support,1.75,1.75
5,65,PC9,Enhancement,2.5,2.5
3,26,PC4,Enhancement,37.0,85.0
1,26,PC4,Enhancement,1.0,0.5
2,26,PC4,Bug,7.5,7.5
2,58,PC9,Bug,1.0,0.75
5,65,PC9,Bug,2.0,0.5
1,13,PC4,Release,0.5,0.5
5,65,PC4,Release,7.0,7.0
1,13,PC2,Bug,2.0,1.25
1,13,PC4,Bug,0.5,0.33
4,54,PC4,Enhancement,7.0,5.5
1,13,PC4,Bug,0.5,0.33
5,65,PC9,Bug,1.0,1.0
5,65,PC4,Enhancement,7.0,9.25
1,26,PC4,Business Specification,2.5,1.0
3,42,PC4,Bug,2.0,1.75
1,13,PC4,Release,7.0,10.25
3,24,PC4,Support,7.0,2.5
1,13,PC4,Support,1.0,6.0
3,42,PC4,Enhancement,1.0,1.5
3,42,PC4,Support,1.25,1.0
1,13,PC4,Release,1.0,1.75
1,24,PC2,Bug,5.0,4.5
3,42,PC4,Enhancement,1.0,1.0
3,42,PC2,Support,7.0,7.0
1,43,PC14,Enhancement,30.0,18.25
1,13,PC4,Release,0.5,0.5
3,42,PC4,Enhancement,5.0,5.5
1,13,PC4,Bug,1.0,1.0
5,65,PC4,Enhancement,7.0,6.0
5,65,PC9,Bug,5.0,1.0
1,13,PC4,Bug,0.75,0.75
1,13,PC4,Release,1.0,1.25
1,24,PC2,Bug,2.0,2.0
5,65,PC9,Bug,7.0,1.75
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Bug,3.0,13.25
5,65,PC9,Bug,2.0,1.5
1,58,PC4,Bug,3.5,4.24
1,13,PC4,Release,2.0,1.75
3,42,PC4,Support,2.0,2.0
3,42,PC4,Enhancement,0.5,0.5
3,42,PC2,Support,7.0,7.0
3,54,PC9,Bug,1.0,0.55
2,54,PC4,Bug,1.0,0.6
1,13,PC4,Release,0.5,0.5
1,13,PC4,Release,0.5,0.5
1,43,PC14,Bug,1.0,3.0
5,65,PC9,Enhancement,3.0,3.5
3,42,PC4,Support,1.0,1.0
3,42,PC2,Bug,7.0,1.25
1,65,PC9,Bug,1.0,1.0
4,58,PC4,Enhancement,1.0,0.75
1,58,PC4,Bug,3.5,1.25
1,58,PC4,Enhancement,0.1,0.1
1,58,PC4,Enhancement,0.5,0.5
1,58,PC4,Enhancement,0.1,0.1
3,54,PC4,Bug,1.0,0.65
2,58,PC4,Enhancement,1.0,1.0
3,42,PC2,Support,7.0,7.0
3,54,PC2,Enhancement,14.0,2.85
2,26,PC4,Enhancement,7.5,7.5
2,26,PC4,Bug,3.0,1.5
3,54,PC4,Bug,1.0,1.0
3,42,PC4,Testing,7.0,4.5
3,42,PC4,Bug,1.5,1.5
1,58,PC4,Enhancement,0.75,0.75
1,65,PC4,Bug,0.1,0.1
1,13,PC4,Release,3.0,3.0
3,54,PC4,Bug,2.0,2.0
2,54,PC4,Testing,7.0,4.0
1,13,PC4,Release,1.5,1.5
1,13,PC4,Release,1.0,1.25
3,42,PC2,Bug,2.0,2.0
3,42,PC4,Support,1.0,0.75
3,42,PC2,Enhancement,2.0,2.0
1,13,PC4,Release,1.5,1.5
1,13,PC4,Release,5.0,5.0
1,58,PC4,Enhancement,0.5,0.5
4,42,PC2,Bug,2.5,2.5
3,42,PC4,Bug,1.0,1.0
1,58,PC4,Bug,1.0,0.75
3,42,PC4,Support,5.0,0.75
5,65,PC9,Enhancement,1.0,1.0
5,65,PC9,Bug,1.5,1.5
3,42,PC4,Bug,1.75,1.75
1,13,PC4,Business Specification,3.0,3.5
3,42,PC9,Enhancement,35.0,25.5
2,54,PC9,Enhancement,30.0,27.4
1,13,PC4,Release,0.75,0.75
1,13,PC4,Training,1.5,4.0
1,58,PC4,Enhancement,3.5,3.0
4,58,PC9,Enhancement,7.0,34.2
3,42,PC2,Support,7.0,7.0
1,13,PC4,Training,0.5,0.5
3,26,PC9,Enhancement,7.0,11.0
2,26,PC4,Enhancement,2.0,1.75
2,26,PC4,Enhancement,0.5,0.75
2,26,PC4,Enhancement,4.0,0.5
5,65,PC4,Enhancement,0.5,0.5
5,65,PC9,Enhancement,1.0,1.0
1,13,PC2,Support,7.0,4.0
1,26,PC4,Bug,2.0,2.0
3,42,PC4,Enhancement,3.5,3.5
5,65,PC9,Bug,7.0,6.25
2,54,PC4,Enhancement,1.0,0.5
2,26,PC4,Bug,2.0,2.0
1,26,PC4,Bug,1.5,1.5
4,26,PC4,Bug,1.0,1.0
1,13,PC4,Bug,0.5,0.25
3,26,PC4,Bug,0.5,0.5
1,13,PC4,Release,3.0,0.75
1,26,PC16,Enhancement,2.0,4.0
5,65,PC4,Enhancement,0.5,0.5
5,65,PC9,Bug,4.0,16.0
1,54,PC4,Bug,7.0,1.5
1,65,PC4,Bug,0.25,0.25
4,65,PC9,Bug,1.5,1.5
4,42,PC2,Support,7.0,7.0
5,65,PC4,Bug,1.0,1.0
5,65,PC4,Bug,0.75,0.75
5,65,PC4,Enhancement,4.0,5.5
1,26,PC4,Bug,0.5,0.5
1,13,PC2,Support,1.0,0.75
1,13,PC2,Support,7.0,5.0
1,13,PC2,Support,1.0,1.0
1,13,PC2,Support,0.75,0.5
5,26,PC8,Bug,2.0,2.0
2,26,PC4,Enhancement,7.0,5.5
1,13,PC4,Business Specification,0.75,2.0
1,13,PC2,Support,3.0,2.75
2,26,PC4,Bug,1.0,0.5
5,65,PC4,Bug,0.5,0.5
1,26,PC4,Enhancement,7.0,3.5
5,65,PC4,Bug,0.25,0.25
5,65,PC4,Bug,0.25,0.25
5,65,PC9,Bug,0.5,1.5
3,26,PC16,Technical Specification,1.0,1.0
1,13,PC4,Release,0.75,0.75
3,54,PC2,Bug,2.0,1.5
1,13,PC2,Support,2.0,2.0
5,65,PC9,Bug,1.0,1.0
5,65,PC4,Enhancement,1.5,1.5
1,13,PC2,Support,1.0,1.25
1,13,PC4,Release,0.33,0.33
3,42,PC2,Support,7.0,7.0
5,26,PC8,Enhancement,1.0,0.75
3,26,PC4,Bug,2.5,2.5
3,26,PC4,Enhancement,11.5,8.0
5,65,PC9,Bug,1.0,1.0
5,65,PC9,Bug,3.0,2.0
1,13,PC2,Support,0.5,1.0
4,24,PC2,Enhancement,14.0,3.0
1,13,PC2,Support,1.0,1.0
1,13,PC4,Bug,0.5,0.5
3,42,PC4,Support,1.0,1.0
1,26,PC4,Bug,1.0,1.0
1,26,PC7,Business Specification,0.5,0.5
2,58,PC4,Bug,3.5,0.5
2,26,PC4,Enhancement,2.5,2.5
5,65,PC9,Enhancement,10.0,9.5
1,13,PC4,Bug,7.0,8.5
5,65,PC9,Bug,1.0,1.0
1,58,PC9,Enhancement,35.0,12.0
3,26,PC8,Bug,7.0,16.0
1,13,PC4,Release,1.5,1.5
3,42,PC4,Bug,3.5,3.5
5,65,PC9,Bug,1.0,1.0
3,42,PC2,Support,7.0,7.0
5,65,PC9,Enhancement,7.0,20.0
1,13,PC4,Release,0.5,0.5
2,42,PC9,Bug,2.5,3.0
5,65,PC9,Enhancement,14.0,2.5
5,65,PC9,Enhancement,14.0,17.75
3,42,PC2,Support,7.0,7.0
3,42,PC2,Support,7.0,7.0
1,58,PC4,Release,14.0,2.75
5,65,PC9,Enhancement,35.0,3.5
1,13,PC2,Support,1.0,0.75
3,42,PC2,Bug,3.5,3.5
3,42,PC9,Enhancement,14.0,5.0
5,65,PC9,Bug,1.5,1.5
5,65,PC9,Bug,4.0,1.0
5,65,PC9,Enhancement,21.0,6.0
3,42,PC2,Bug,3.0,3.0
1,58,PC9,Enhancement,35.0,5.0
1,13,PC9,Training,3.5,3.5
1,13,PC7,Documentation,2.0,1.0
1,13,PC4,Release,0.5,0.5
1,13,PC7,Testing,2.0,4.25
1,13,PC2,Support,4.0,3.75
1,13,PC2,Support,1.0,1.0
2,26,PC16,Bug,0.5,0.5
1,13,PC2,Support,1.0,0.5
1,13,PC2,Support,3.5,3.5
5,65,PC9,Bug,0.75,0.75
5,65,PC9,Enhancement,35.0,42.25
3,26,PC16,Enhancement,21.0,57.5
3,26,PC16,Enhancement,47.5,77.0
3,26,PC16,Enhancement,22.5,26.5
1,13,PC4,Release,0.5,0.5
1,24,PC2,Bug,2.0,3.5
